Número do Experimento,Código,Tempo de treinamento (s),Erro de teste,Última perda de treinamento
416,H60AMAEC645C,"205,8849516","6,301216471","0,0186811313"
417,H60AMAEC646C,"175,8954909","3,574757788","0,01896422915"
418,H60AMAEC649C,"388,4148662","10,5927058","0,02105495147"
419,H60AMAEC64XC,"381,5753636","8,497248541","0,02002448402"
420,H60AMAEC64GC,"206,316051","6,999879611","0,01634406485"
421,H60SMSEL165C,"221,3135524","14,47587066","0,001822447404"
422,H60SMSEL166C,"250,9667201","12,14960655","0,001677131397"
423,H60SMSEL169C,"548,7623141","20,35633545","0,002759467578"
424,H60SMSEL16XC,"522,4628203","19,45829431","0,002527413191"
425,H60SMSEL16GC,"326,7638683","7,098332307","0,001477304264"
426,H60SMSEL325C,"171,9651921","18,00635425","0,002144324826"
427,H60SMSEL326C,"223,2600183","15,36781282","0,001917552436"
428,H60SMSEL329C,"286,4164884","22,47253959","0,003093831474"
429,H60SMSEL32XC,"328,7991726","20,01363698","0,002656277036"
430,H60SMSEL32GC,"171,6092889","7,861265147","0,0020575854"
431,H60SMSEL645C,"96,66043591","22,55981064","0,002765695564"
432,H60SMSEL646C,"98,33091831","16,02567144","0,002113651251"
433,H60SMSEL649C,"269,6769435","24,88089112","0,003906974103"
434,H60SMSEL64XC,"174,86044","22,96645857","0,00312047638"
435,H60SMSEL64GC,"72,76957989","7,712408278","0,002328222152"
436,H60SMSEC165C,"565,4388878","16,07957504","0,001616265858"
437,H60SMSEC166C,"500,6062872","12,12812924","0,001428513206"
438,H60SMSEC169C,"1108,217923","17,69026218","0,002293348778"
439,H60SMSEC16XC,"1109,320023","16,63476954","0,002287490526"
440,H60SMSEC16GC,"626,9560075","6,268704289","0,001161238644"
441,H60SMSEC325C,"285,3815584","14,31897356","0,001865486265"
442,H60SMSEC326C,"326,4352965","13,71828314","0,001615779591"
443,H60SMSEC329C,"607,0919716","20,65805101","0,002699412405"
444,H60SMSEC32XC,"628,7492523","17,94524951","0,002236908069"
445,H60SMSEC32GC,"326,0140135","6,456871624","0,001542601851"
446,H60SMSEC645C,"205,9200671","18,45764742","0,002212856896"
447,H60SMSEC646C,"169,3353786","15,60750982","0,001991938567"
448,H60SMSEC649C,"449,076438","22,34857406","0,003125860589"
449,H60SMSEC64XC,"395,423696","21,30418697","0,00277641695"
450,H60SMSEC64GC,"206,3416274","7,689953307","0,001877589384"
451,H60SMAEL165C,"263,1752911","10,64869453","0,02650237456"
452,H60SMAEL166C,"290,1401336","11,88287013","0,02645548433"
453,H60SMAEL169C,"508,2509553","19,24478927","0,03484092653"
454,H60SMAEL16XC,"569,3679202","21,8676164","0,03607742488"
455,H60SMAEL16GC,"299,11637","6,590546581","0,02469230071"
456,H60SMAEL325C,"206,1850941","12,7250339","0,02721861936"
457,H60SMAEL326C,"156,8889618","11,30519274","0,03003544174"
458,H60SMAEL329C,"328,5308216","21,3630955","0,03718991205"
459,H60SMAEL32XC,"288,2947953","22,38775711","0,04079794511"
460,H60SMAEL32GC,"114,921382","7,435930347","0,02822224237"
461,H60SMAEL645C,"98,33349633","15,32062943","0,0337321423"
462,H60SMAEL646C,"97,65701485","16,58002265","0,0380740799"
463,H60SMAEL649C,"208,8352995","22,70042539","0,04112847522"
464,H60SMAEL64XC,"209,6300428","20,70552725","0,04208011553"
465,H60SMAEL64GC,"147,0430422","6,351440413","0,03433258832"
466,H60SMAEC165C,"490,3422425","8,662473904","0,02421878465"
467,H60SMAEC166C,"566,282954","9,300522778","0,02542866953"
468,H60SMAEC169C,"1031,167416","17,01296525","0,0314427726"
469,H60SMAEC16XC,"1108,512261","20,40072155","0,03246337175"
470,H60SMAEC16GC,"563,6356246","5,293485058","0,02152811177"
471,H60SMAEC325C,"325,966408","9,498548792","0,02519889362"
472,H60SMAEC326C,"325,7692983","11,96337394","0,02735851333"
473,H60SMAEC329C,"628,9882205","17,95711528","0,03371146321"
474,H60SMAEC32XC,"629,7685766","20,2022269","0,03707591817"
475,H60SMAEC32GC,"205,1516683","5,55494432","0,02372029983"
476,H60SMAEC645C,"171,4398367","12,20650415","0,02734751441"
477,H60SMAEC646C,"206,1502569","14,76677706","0,0285886731"
478,H60SMAEC649C,"388,3461556","19,24245608","0,03597841784"
479,H60SMAEC64XC,"448,7322593","20,89902802","0,03865126148"
480,H60SMAEC64GC,"266,4135456","6,45394458","0,02615732141"
